1.6e-05,10000,6,0.033472086095724635,0.10763041051647597,0.07415832442075133
2e-05,10000,6,0.033116831223478145,0.10487518544446361,0.07175835422098548
2.4e-05,10000,6,0.03297567028040766,0.10381276823089122,0.07083709795048357
2.8e-05,10000,6,0.032901832816655895,0.10327547835122682,0.07037364553457093
3.2e-05,10000,6,0.032858088422865785,0.10297009249091382,0.07011200406804804
3.6e-05,10000,6,0.032830222293537034,0.10278602191499424,0.0699557996214572
4e-05,10000,6,0.032811648345415244,0.10267241072431857,0.06986076237890332
4.4e-05,10000,6,0.032798930985623996,0.10260303415621524,0.06980410317059124
4.8e-05,10000,6,0.032790119520519,0.10256313405069312,0.06977301453017412
5.2e-05,10000,6,0.0327840329705733,0.10254379490247334,0.06975976193190003
5.6e-05,10000,6,0.0327799220837245,0.10253944219279779,0.06975952010907328
6e-05,10000,6,0.03277729269763976,0.1025464067859746,0.06976911408833483
6.4e-05,10000,6,0.03277580545186261,0.10256220402725846,0.06978639857539586
6.8e-05,10000,6,0.0327752233970249,0.1025850867126071,0.0698098633155822
7.2e-05,10000,6,0.03277537464018051,0.10261381254832892,0.06983843790814842
7.6e-05,10000,6,0.03277613408958558,0.10264748253505186,0.06987134844546627
8e-05,10000,6,0.032777407474789536,0.10268542427640676,0.06990801680161722
8.4e-05,10000,6,0.03277912308028891,0.10272712163008696,0.06994799854979805
8.8e-05,10000,6,0.032781225844978105,0.10277218320395513,0.06999095735897704
9.2e-05,10000,6,0.03278367384183584,0.10282032721436143,0.0700366533725256
9.6e-05,10000,6,0.0327864309566772,0.10287128941203252,0.07008485845535532
0.0001,10000,6,0.032789471811881264,0.10292489591867061,0.07013542410678936
1.6e-05,8000,4,0.02595137440916301,0.09773957278465767,0.07178819837549466
2e-05,8000,4,0.025729435190684515,0.09591833418614203,0.07018889899545751
2.4e-05,8000,4,0.02563487937497955,0.09515817363570815,0.0695232942607286
2.8e-05,8000,4,0.02558319334055813,0.09474624362788023,0.0691630502873221
3.2e-05,8000,4,0.02555134249868135,0.09449440381644644,0.06894306131776509
3.6e-05,8000,4,0.025530190525488678,0.09432885126439379,0.06879866073890512
4e-05,8000,4,0.025515400008583728,0.09421483476779094,0.06869943475920721
4.4e-05,8000,4,0.025504662830414308,0.09413378917132452,0.06862912634091022
4.8e-05,8000,4,0.025496650753350985,0.0940751254179883,0.06857847466463732
5.2e-05,8000,4,0.025490551654945483,0.09403233641301297,0.06854178475806748
5.6e-05,8000,4,0.0254858465324608,0.09400130883664347,0.06851546230418266
6e-05,8000,4,0.02548218778468421,0.09397924099478364,0.06849705321009943
6.4e-05,8000,4,0.025479337006837625,0.09396424084545,0.06848490383861239
6.8e-05,8000,4,0.025477124965419953,0.09395494522179997,0.06847782025638001
7.2e-05,8000,4,0.02547542933526779,0.09395036082261993,0.06847493148735213
7.6e-05,8000,4,0.025474160700568522,0.09394980266992481,0.0684756419693563
8e-05,8000,4,0.02547325191326262,0.09395272650996778,0.06847947459670516
8.4e-05,8000,4,0.025472649383494594,0.09395868505217118,0.06848603566867659
8.8e-05,8000,4,0.025472313818656823,0.09396737528671886,0.06849506146806204
9.2e-05,8000,4,0.025472214356461912,0.09397855437710946,0.06850634002064755
9.6e-05,8000,4,0.02547232446114303,0.09399199256718013,0.0685196681060371
0.0001,8000,4,0.025472625667689503,0.0940075654348635,0.068534939767174
