0.04,0.036919595880371074,5.214402689796048,5.177483093915677
0.08,0.08610063616584009,4.803135700017508,4.717035063851668
0.12,0.1283693443061377,4.619561817830372,4.491192473524235
0.16,0.16405116667286965,4.526027536677606,4.3619763700047365
0.2,0.19489292821847318,4.475133284635505,4.280240356417032
0.24,0.22225835713802922,4.44701050808527,4.224752150947241
0.28,0.2470751740844019,4.432131413911828,4.185056239827427
0.32,0.2699630074821774,4.425452001749346,4.155488994267169
0.36,0.2913403632092261,4.424090526800275,4.132750163591049
0.4,0.3114953304600787,4.426298898852011,4.114803568391932
0.44,0.33063087732633806,4.430963538574933,4.100332661248595
0.48,0.3488934641925549,4.437346463779268,4.088452999586713
0.52,0.36639135487384156,4.444941820574897,4.078550465701055
0.56,0.38320668151623066,4.453393910389454,4.070187228873223
0.6,0.3994032174966993,4.46244611951454,4.063042902017841
0.04,0.03661033812741653,5.217449725021603,5.180839386894187
0.08,0.08557125166819872,4.8049838499176305,4.7194125982494315
0.12,0.12772439501148625,4.620378462016504,4.4926540670050175
0.16,0.16332773784164706,4.52613832864712,4.362810590805473
0.2,0.1941025961878816,4.474757714618918,4.280655118431037
0.24,0.22140449911373586,4.446287092511588,4.224882593397852
0.28,0.2461595547820956,4.431148987691275,4.1849894329091795
0.32,0.268987490726518,4.424270317008072,4.155282826281554
0.36,0.2903074793458404,4.42275110401515,4.1324436246693095
0.4,0.3104083442131491,4.424832471557405,4.114424127344256
0.44,0.32949350184020465,4.429392784901342,4.099899283061138
0.48,0.34770975626883244,4.435689251366179,4.087979495097347
0.52,0.36516556768025765,4.443212670852322,4.078047103172064
0.56,0.38194296339527484,4.4516039646327625,4.069661001237487
0.6,0.39810576991021174,4.460605687755668,4.0624999178454555
