1.4e-05,10000,6,0.03404686255890506,0.11217190437659244,0.07812504181768738
1.6e-05,10000,6,0.033472086095724635,0.10763041051647597,0.07415832442075133
1.8e-05,10000,6,0.033245592941451116,0.10586492818760182,0.0726193352461507
2.2e-05,10000,6,0.03303353843089297,0.1042443133416808,0.07121077491078784
2.6e-05,10000,6,0.03293354233809045,0.10350378452758935,0.0705702421894989
3e-05,10000,6,0.03287735608937071,0.10310284385338339,0.07022548776401269
3.4e-05,10000,6,0.03284268628014699,0.1028668964742664,0.07002421019411942
3.8e-05,10000,6,0.032820035858500435,0.10272240433163526,0.06990236847313483
4.2e-05,10000,6,0.03280470382031723,0.10263330970406044,0.0698286058837432
4.6e-05,10000,6,0.032794123023361224,0.10258004629974542,0.06978592327638419
5e-05,10000,6,0.03278678962779115,0.10255129163071947,0.06976450200292832
5.4e-05,10000,6,0.032781766429920436,0.10254001645254343,0.069758250022623
5.8e-05,10000,6,0.03277844734925019,0.10254169684457622,0.06976324949532603
6.2e-05,10000,6,0.03277642379090981,0.10255333732086974,0.06977691352995993
6.6e-05,10000,6,0.0327754137691944,0.10257284388983573,0.06979743012064132
7e-05,10000,6,0.03277521654004026,0.10259879134454318,0.06982357480450292
7.4e-05,10000,6,0.032775684884075805,0.10263008025672393,0.06985439537264812
7.8e-05,10000,6,0.032776711646914786,0.1026659615061257,0.06988924985921091
8.2e-05,10000,6,0.03277821372198222,0.10270582742608979,0.06992761370410758
8.6e-05,10000,6,0.032780128919512506,0.10274925108161428,0.06996912216210177
0.0001,10000,6,0.032789471811881264,0.10292489591867061,0.07013542410678936
1.4e-05,8000,4,0.02626309295709013,0.10042628921602392,0.07416319625893379
1.6e-05,8000,4,0.02595137440916301,0.09773957278465767,0.07178819837549466
1.8e-05,8000,4,0.02581223357259359,0.09659089452607694,0.07077866095348335
2.2e-05,8000,4,0.025674199112965358,0.09547329966599441,0.06979910055302906
2.6e-05,8000,4,0.02560563972177416,0.09492474045959304,0.06931910073781888
3e-05,8000,4,0.025565524851747064,0.09460624753991169,0.06904072268816462
3.4e-05,8000,4,0.02553976812599081,0.0944035762227214,0.0688638080967306
3.8e-05,8000,4,0.02552217616038484,0.0942668209667915,0.06874464480640666
4.2e-05,8000,4,0.025509623288376432,0.09417096389960655,0.06866134061123012
4.6e-05,8000,4,0.025500374835908852,0.09410211561396739,0.06860174077805854
5e-05,8000,4,0.025493398767398125,0.09405202869756113,0.06855862993016301
5.4e-05,8000,4,0.025488049773342993,0.09401555591531524,0.06852750614197226
5.8e-05,8000,4,0.025483903415344802,0.09398928643988408,0.06850538302453928
6.2e-05,8000,4,0.025480672747084553,0.09397094910612178,0.06849027635903722
6.6e-05,8000,4,0.02547815953217087,0.09395894392686703,0.06848078439469615
7e-05,8000,4,0.0254762185096472,0.09395210793217877,0.06847588942253158
7.4e-05,8000,4,0.025474746838450836,0.093949632800703,0.06847488596225215
7.8e-05,8000,4,0.02547366446879344,0.09395085547771238,0.06847719100891894
8.2e-05,8000,4,0.02547291509130603,0.09395534497107329,0.06848242987976726
8.6e-05,8000,4,0.025472450679892938,0.093962716440264,0.06849026576037105
0.0001,8000,4,0.025472625667689503,0.0940075654348635,0.068534939767174
