1000,0.2785772910559059,0.5471339952931059,0.2685567042372
5000,0.2670737460435393,0.5302990715326885,0.26322532548914923
6000,0.2637138350409718,0.5260054024608083,0.2622915674198365
7000,0.26237641860192296,0.5190103442436464,0.2566339256417235
8000,0.2572990622660567,0.5134580051696993,0.2561589429036426
9000,0.25581829406963524,0.5104463094072985,0.25462801533766327
10000,0.25430295916846923,0.507154480438939,0.2528515212704697
11000,0.25268647409605,0.5039781293410186,0.2512916552449686
12000,0.25155406965070864,0.500235515148076,0.24868144549736731
13000,0.24994188275274987,0.49816645263717607,0.2482245698844262
14000,0.2501411745819049,0.4973174381776504,0.24717626359574552
15000,0.2494213992748247,0.49548446945835045,0.24606307018352575
16000,0.24829375038544665,0.4929543579499285,0.24466060756448182
