1,0.28531415249361114,0.6716210818191776,0.38630692932556643
2,0.28677798202093563,0.673695542325668,0.38691756030473234
4,0.2895444991911047,0.6774937260769062,0.38794922688580147
8,0.3000922884389795,0.6942201249115039,0.39412783647252436
16,0.31519842207018783,0.7190621193923451,0.40386369732215727
32,0.3412997502209595,0.7618478845942355,0.420548134373276
48,0.36556333992667517,0.7973733456919888,0.43181000576531364
64,0.39233656774371833,0.8421361136883013,0.449799545944583
80,0.417040119467481,0.8755163527642243,0.45847623329674336
96,0.42354487111358835,0.892187120775559,0.4686422496619706
