0,0.0
0.1,0.0009091753310443984
0.2,0.001816401860402772
0.3,0.002721679588074455
0.4,0.00362500851405978
0.5,0.00452638863835908
0.6,0.0054258199609719115
0.7,0.006323302481898607
0.8,0.007218836201138612
0.9,0.008112421118692592
1.0,0.009004057234559881
0,0.0
0.1,0.0019729723298861357
0.2,0.003937577451900709
0.3,0.005893815366043387
0.4,0.007841686072313836
0.5,0.009781189570712612
0.6,0.011712325861239381
0.7,0.013635094943894477
0.8,0.015549496818677455
0.9,0.01745553148558887
1.0,0.01935319894462817
0,0.0
0.1,0.004545401242511127
0.2,0.009041401006984473
0.3,0.01348799929342015
0.4,0.01788519610181749
0.5,0.022232991432177385
0.6,0.026531385284499054
0.7,0.030780377658783054
0.8,0.03497996855502916
0.9,0.03913015797323738
1.0,0.043230945913407925
