0,0.0
0.1,-0.0008916361158672892
0.2,-0.0017852210334210472
0.3,-0.002680754752661274
0.4,-0.0035782372735880807
0.5,-0.004477668596200912
0.6,-0.005379048720499879
0.7,-0.006282377646485426
0.8,-0.00718765537415722
0.9,-0.008094881903515372
1.0,-0.009004057234559881
0,0.0
0.1,-0.0018976674590394094
0.2,-0.003803702125950492
0.3,-0.0057181040007338035
0.4,-0.007640873083388788
0.5,-0.009572009373915558
0.6,-0.011511512872314333
0.7,-0.013459383578584783
0.8,-0.015415621492727682
0.9,-0.017380226614741923
1.0,-0.01935319894462817
0,0.0
0.1,-0.004100787940170325
0.2,-0.008250977358378653
0.3,-0.01245056825462465
0.4,-0.01669956062890876
0.5,-0.02099795448123054
0.6,-0.025345749811590434
0.7,-0.029742946619987887
0.8,-0.03418954490642345
0.9,-0.03868554467089658
1.0,-0.043230945913407925
