2000,0.007482064292069492,0.227165638253922,0.2196835739618525
3000,0.010083417506604813,0.15336070024920218,0.14327728274259735
4000,0.012999472023775103,0.12308268920506368,0.11008321718128858
5000,0.015969354245569178,0.11201400271639389,0.09604464847082471
6000,0.019288694352981525,0.10241012062699043,0.0831214262740089
7000,0.02240035451249142,0.09765186028353769,0.07525150577104626
8000,0.025472625667689503,0.0940075654348635,0.068534939767174
9000,0.028555957826972546,0.09116422789422184,0.06260827006724928
10000,0.03165432746448157,0.08927868397978461,0.057624356515303045
11000,0.034775691189847496,0.08902383399978837,0.05424814280994088
12000,0.037924987293292474,0.08751124643813038,0.049586259144837906
13000,0.041028738540396605,0.08520872565954535,0.04417998711914874
14000,0.04420604001783769,0.08529650959573651,0.04109046957789882
15000,0.04745028128666071,0.08515478947803638,0.03770450819137567
